央视,#genre#
赛车系列,http://txtest-xp2p.p2p.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.xs
警匪系列,http://txtest-xp2p.p2p.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.xs
中国功夫,http://txtest-xp2p.p2p.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.xs
喜剧系列,http://txtest-xp2p.p2p.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.xs
动作大片,http://txtest-xp2p.p2p.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.xs
玄幻系列,http://txtest-xp2p.p2p.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.xs
古装武侠,http://txtest-xp2p.p2p.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.xs
香港女神系列,http://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.xs
王晶导演,http://txtest-xp2p.p2p.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1.xs
历年贺岁大片,http://txtest-xp2p.p2p.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.xs
金庸武侠系列,http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
偷心大盗ヽ龍宝 成龙经典武打动作片,http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1-imgplus.xs
Mz芒果 【赌神】周润发、./河南主,http://txtest-xp2p.p2p.huya.com/src/1199587939476-1199587939476-5549372160482476032-2399176002408-10057-A-0-1.xs
陈翔六点半 陈翔六点半·更新到301集了,http://txtest-xp2p.p2p.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1-imgplus.xs
Ehime爱媛果冻橙  吴京 成龙 甄子丹 李连杰经典动作片,http://txtest-xp2p.p2p.huya.com/src/1199580482992-1199580482992-5517346805559328768-2399161089440-10057-A-0-1.xs
阿斗归来了 神秘诅咒背后隐藏的秘密,http://txtest-xp2p.p2p.huya.com/src/94525224-2583571962-11096357083652554752-3503038830-10057-A-0-1-imgplus.xs
鯎爺 滚滚长江东逝水,http://txtest-xp2p.p2p.huya.com/src/1423787831-1423787831-6115122170587774976-2847699118-10057-A-0-1-imgplus.xs
斌哥漫说 【死神】护廷十三队出现危机！所有队长全被掉包！34,http://txtest-xp2p.p2p.huya.com/src/1199516152253-1199516152253-5241048385426817024-2399032427962-10057-A-0-1.xs
野原新之助- 蜡笔小新·逗比少年欢乐多,http://txtest-xp2p.p2p.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs
教父三部曲的影迷 老白刷肉坊 菊花点穴手,http://txtest-xp2p.p2p.huya.com/src/1099531752781-1099531752781-86436238306836480-2199063629018-10057-A-0-1.xs
小木子先生丶 纪晓岚-岚宝珅宝的爱恨情仇,http://txtest-xp2p.p2p.huya.com/src/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1-imgplus.xs
胖虎噜噜噜 最后的假日,http://txtest-xp2p.p2p.huya.com/src/1199527202658-1199527202658-5288509513509371904-2399054528772-10057-A-0-1.xs
瞬间爆炸 身世神秘的范闲书写人生传奇,http://txtest-xp2p.p2p.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.xs
大象放映室 豆瓣8.4，你年少时暗恋的那个TA，现在过得怎么样？,http://txtest-xp2p.p2p.huya.com/src/1199531762115-1199531762115-5308092232211890176-2399063647686-10057-A-0-1.xs
DD-木子 夏洛特烦恼，沈腾，邓超，搞笑电影,http://txtest-xp2p.p2p.huya.com/src/1199602586545-1199602586545-5612280842819731456-2399205296546-10057-A-0-1.xs
DD-小秋 唐人街探案：你王姐归来吗？搞笑,http://txtest-xp2p.p2p.huya.com/src/1199512561102-1199512561102-5225624509326819328-2399025245660-10057-A-0-1.xs
大梦电影 《信号100》想知道一百种信号是干嘛的吗，准备好啦,http://txtest-xp2p.p2p.huya.com/src/1199573065336-1199573065336-5485488215626350592-2399146254128-10057-A-0-1.xs
扁豆看电影 太敢拍了！国产神片，看一部少一部《背靠背，脸对脸》,http://txtest-xp2p.p2p.huya.com/src/94525224-2703099090-11609722189397360640-4587890396-10057-A-0-1.xs
Mz玲珑丶819 万万没想到，勇敢牛牛，不怕困难,http://txtest-xp2p.p2p.huya.com/src/1199523155564-1199523155564-5271127377135534080-2399046434584-10057-A-0-1.xs
痞子帅叔叔 【超级交通站】抗ri情景喜剧,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789274572-10057-A-0-1.xs
DD-柠檬 僵尸  鬼片经典,http://txtest-xp2p.p2p.huya.com/src/1199582504831-1199582504831-5526030537942106112-2399165133118-10057-A-0-1.xs
狗哥吃火锅 【火影重置版04】力量暴增！佐助获得咒印力量！动画——中忍考试篇02,http://txtest-xp2p.p2p.huya.com/src/1199512574006-1199512574006-5225679931584806912-2399025271468-10057-A-0-1.xs
就是大咪呀 一名资深狙击枪最快是2.5秒，我2.3秒,http://txtest-xp2p.p2p.huya.com/src/1199589421138-1199589421138-5555735850316201984-2399178965732-10057-A-0-1.xs
-懒猪 少年包青黑之旅	,http://txtest-xp2p.p2p.huya.com/src/1394565200-1394565200-5989611926139699200-2789253856-10057-A-0-1-imgplus.xs
枫哥视 飞出个未来,http://txtest-xp2p.p2p.huya.com/src/1199579767212-1199579767212-5514272553868197888-2399159657880-10057-A-0-1.xs
我是詹密 雍正皇帝的风云一生,http://txtest-xp2p.p2p.huya.com/src/1448738195-1448738195-6222283167991070720-2789274594-10057-A-0-1.xs
利世-余小二 【龙珠超动画】召开力之大会32,http://txtest-xp2p.p2p.huya.com/src/146501201-146501201-629217867119722496-293125858-10057-A-0-1.xs
鱼塘塘主张年年 新水hu·在下正是西公子！,http://txtest-xp2p.p2p.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.xs
领带哥 许三多军营成长史,http://txtest-xp2p.p2p.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.xs
SG-甜橙Q 秋名山89上山 奔驰上树,http://txtest-xp2p.p2p.huya.com/src/1199586792263-1199586792263-5544444918165929984-2399173707982-10057-A-0-1.xs
维达人 RM 刘在石李光洙跑男,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2777071322-10057-A-0-1.xs
裸奔的蜗牛╮ 康熙·民间私访,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789274536-10057-A-0-1.xs
傻妞 【邻li一家亲】满院白眼狼,http://txtest-xp2p.p2p.huya.com/src/1394575549-1394575549-5989656374756245504-2789274554-10057-A-0-1-imgplus.xs
科幻梦工场 科幻电影《沙丘魔蚁》,http://txtest-xp2p.p2p.huya.com/src/94525224-2682536056-11521404630860824576-3512313440-10057-A-0-1-imgplus.xs
我爱黑科技 我是谢飞机 别扒拉我,http://txtest-xp2p.p2p.huya.com/src/1524439828-1524439828-6547419205979865088-3049003112-10057-A-0-1.xs
摄氏零度 易中天品三国	,http://txtest-xp2p.p2p.huya.com/src/1524434067-1524434067-6547394462673272832-3048991590-10057-A-0-1.xs
莫小辰 一代经典星爷，难以超越,http://txtest-xp2p.p2p.huya.com/src/1449698986-1449698986-6226409733914361856-2847687634-10057-A-0-1.xs
yao不能停 在外三藏獒，在家三二哈,http://txtest-xp2p.p2p.huya.com/src/1524418106-1524418106-6547325910700261376-3048959668-10057-A-0-1.xs
柯冉冉 龙men·老奸巨猾年掌柜,http://txtest-xp2p.p2p.huya.com/src/1449698121-1449698121-6226406018767650816-2847687516-10057-A-0-1.xs
萌新司机 大秦，终章！,http://txtest-xp2p.p2p.huya.com/src/1449698864-1449698864-6226409209928351744-2847687540-10057-A-0-1.xs
实力拔萝卜 搞笑恐怖类 弹幕护体,http://txtest-xp2p.p2p.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.xs
Wang-我的女人 康熙大帝的传奇一生,http://txtest-xp2p.p2p.huya.com/src/1448737923-1448737923-6222281999759966208-2847699110-10057-A-0-1.xs
我们都爱笑 网球王子·动画费德勒看了想打人	,http://txtest-xp2p.p2p.huya.com/src/1423782044-1423782044-6115097315612033024-2847687544-10057-A-0-1.xs
四次元先生 相识、相知、相爱、相守的父母爱情,http://txtest-xp2p.p2p.huya.com/src/1524439831-1524439831-6547419218864766976-3049003118-10057-A-0-1-imgplus.xs
心疼得抱住胖胖的自己 神tan狄仁杰·破案还得是他,http://txtest-xp2p.p2p.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1-imgplus.xs
电影最TOP 电影最TOP 151: 被歌唱事业耽误的帝——张学友,http://txtest-xp2p.p2p.huya.com/src/94525224-2672048638-11476361513531342848-3153216706-10057-A-0-1.xs
老王夸我帅 神貂侠侣·小笼包版姑姑上线,http://txtest-xp2p.p2p.huya.com/src/1423787869-1423787869-6115122333796532224-2847699194-10057-A-0-1-imgplus.xs
力哥視 恐怖电影找力哥,http://txtest-xp2p.p2p.huya.com/src/1199557791348-1199557791348-5419886936686854144-2399115706152-10057-A-0-1.xs
老司机 成龍历险记·动画社会我阿福乌鸦坐飞机	,http://txtest-xp2p.p2p.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs
會唱歌的小野貓 胡八一胖子沙漠古城找鬼洞,http://txtest-xp2p.p2p.huya.com/src/1423782025-1423782025-6115097234007654400-2847687506-10057-A-0-1.xs
止戈电影 豆瓣8.2，一部黑暗到骨子里的悬疑片，不是所有真相都能被接受,http://txtest-xp2p.p2p.huya.com/src/1199522933703-1199522933703-5270174491396276224-2399045990862-10057-A-0-1.xs
非凡武林 碧血剑8：袁承志闯荡江湖大战青竹帮，混元功显威，经典之战！,http://txtest-xp2p.p2p.huya.com/src/1279520922847-1279520922847-16817528283867381760-2559041969150-10057-A-0-1.xs
母胎solo二百年 韦小宝泡妞秘籍·山鸡哥,http://txtest-xp2p.p2p.huya.com/src/1524418114-1524418114-6547325945059999744-3048959684-10057-A-0-1.xs
大懒猫 精彩古装轮播,http://txtest-xp2p.p2p.huya.com/src/1524434091-1524434091-6547394565752487936-3048991638-10057-A-0-1.xs
昵称违规-QQFbPxwM1A 狄仁杰：元芳 你怎么看？	,http://txtest-xp2p.p2p.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.xs
南西视频 动画路飞带领大家向顶上前进,http://txtest-xp2p.p2p.huya.com/src/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
杀马特死神 看小品·春晚经典非看不可,http://txtest-xp2p.p2p.huya.com/src/1423782031-1423782031-6115097259777458176-2847687518-10057-A-0-1.xs
凌莲 你怎么看待六子哥,http://txtest-xp2p.p2p.huya.com/src/1524439854-1524439854-6547419317649014784-3049003164-10057-A-0-1-imgplus.xs
铁血真汉子 国产悬疑精选·智商在线,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789253862-10057-A-0-1.xs
No1常在心 搞笑的一家人,http://txtest-xp2p.p2p.huya.com/src/1394565211-1394565211-5989611973384339456-2789253878-10057-A-0-1.xs
种瓜得弟弟 夏雪夏雨夏冰雹,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2847687508-10057-A-0-1.xs
加班狗 yi馆笑传 oh长地久,http://txtest-xp2p.p2p.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.xs
大侠 快来追！yang光的快乐生活,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-3049003162-10057-A-0-1.xs
二次元控 丐帮帮主乔峰驾到·樊少皇老戏骨,http://txtest-xp2p.p2p.huya.com/src/1423782083-1423782083-6115097483115757568-2847687622-10057-A-0-1.xs
童可可 你还记得大明湖畔的夏雨荷吗？,http://txtest-xp2p.p2p.huya.com/src/1423787874-1423787874-6115122355271368704-2847699204-10057-A-0-1.xs
成长学院 中国通史-上下五千年,http://txtest-xp2p.p2p.huya.com/src/1099531752680-1099531752680-86435804515139584-2199063628816-10057-A-0-1.xs
北岛南城 产科共同见证生与si,http://txtest-xp2p.p2p.huya.com/src/1524418076-1524418076-6547325781851242496-3048959608-10057-A-0-1.xs
缔爵丶小阿杜 《龙珠超动画》一口气看完龙珠超4,http://txtest-xp2p.p2p.huya.com/src/2293333915-2293333915-9849794163732643840-4586791286-10057-A-0-1.xs
Fight、Girl 【科幻系列】硬核浪漫,http://txtest-xp2p.p2p.huya.com/src/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1.xs
西红柿 【欢le颂】22楼姐妹花,http://txtest-xp2p.p2p.huya.com/src/1524418105-1524418105-6547325906405294080-3048959666-10057-A-0-1.xs
呆萌小岳岳 一代枭雄为报父仇励精图治,http://txtest-xp2p.p2p.huya.com/src/1394565206-1394565206-5989611951909502976-2789253868-10057-A-0-1.xs
小妖孽 在哪儿跌倒的还得在哪儿爬起来,http://txtest-xp2p.p2p.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.xs
茱麗葉 葛二蛋成长之路,http://txtest-xp2p.p2p.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.xs
HelloKitty 【猫和老鼠动画】汤姆和杰瑞的故事,http://txtest-xp2p.p2p.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs
阿良说剧 绝命毒师5-16，老白铲除了所有威胁，最终带着遗憾自首,http://txtest-xp2p.p2p.huya.com/src/1199526558405-1199526558405-5285742467944022016-2399053240266-10057-A-0-1.xs
DD-解说 新七龙珠动画，武林大会,http://txtest-xp2p.p2p.huya.com/src/1199588542242-1199588542242-5551961020739616768-2399177207940-10057-A-0-1.xs
全优少年 【经典】桃园结义三兄弟	,http://txtest-xp2p.p2p.huya.com/src/1524439845-1524439845-6547419278994309120-3049003146-10057-A-0-1.xs
荒野达人 芈月和她的三个爱人,http://txtest-xp2p.p2p.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.xs
大鱼爱路飞 动画7四战快看系列【21-24】,http://txtest-xp2p.p2p.huya.com/src/1199590495159-1199590495159-5560348735386419200-2399181113774-10057-A-0-1.xs
扫地僧 中国百年老字号百草厅,http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789253858-10057-A-0-1.xs
亿凡-邯郸电影院 【僵尸】【恐怖】女鬼喜剧电影,http://txtest-xp2p.p2p.huya.com/src/1199581074551-1199581074551-5519887532117983232-2399162272558-10057-A-0-1.xs
糊了的胡萝卜动画 【速看-足球小将16期】南葛遭遇强敌-小翼尝试曲线射门,http://txtest-xp2p.p2p.huya.com/src/2391983955-2391983955-10273492859281735680-4784091366-10057-A-0-1.xs
喝一碗杏仁茶 动画奥特曼中那些你不知道的秘密！,http://txtest-xp2p.p2p.huya.com/src/1099531752759-1099531752759-86436143817555968-2199063628974-10057-A-0-1.xs
良少聊漫威 《蜘蛛侠英雄远征》，神秘客的阴险狡诈，让蜘蛛侠陷入众矢之地,http://txtest-xp2p.p2p.huya.com/src/1199582668017-1199582668017-5526731416475271168-2399165459490-10057-A-0-1.xs
蓶1淳爷 【黑帮大片】山鸡哥重现江湖	,http://txtest-xp2p.p2p.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1-imgplus.xs
楚门聊电影 一道闪电劈中火箭，导致火箭意外发射《美剧》天蝎,http://txtest-xp2p.p2p.huya.com/src/2322561713-2322561713-9975326600276738048-4645246882-10057-A-0-1.xs
学妹爱学长 【警匪】不会当卧底的警察不是好卧底,http://txtest-xp2p.p2p.huya.com/src/1423782050-1423782050-6115097341381836800-2847687556-10057-A-0-1-imgplus.xs
Adam短发 海贼王我抢了尾田的笔：动画从奥哈拉屠魔令到空白的一百年,http://txtest-xp2p.p2p.huya.com/src/1199532313878-1199532313878-5310462036252033024-2399064751212-10057-A-0-1.xs
樹袋熊小九九 【五福星】每天都要快乐哦,http://txtest-xp2p.p2p.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.xs
小牡蛎 这些都是高智商的罪犯,http://txtest-xp2p.p2p.huya.com/src/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1-imgplus.xs
DD-VVqin 大笑江湖：别太放肆没什么用,http://txtest-xp2p.p2p.huya.com/src/1199584094118-1199584094118-5532856473631064064-2399168311692-10057-A-0-1.xs
咪咕,#genre#
周星驰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112/zmid
成龙电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890/zmid
张国荣电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526/zmid
古天乐电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610/zmid
刘德华电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648/zmid
周润发影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984/zmid
刘亦菲,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386/zmid
古龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313/zmid
经典影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198751/zmid
新片放映厅,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952/zmid
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191/zmid
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859/zmid
盗墓方法论,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625525181/zmid
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637483721/zmid
咪咪云上电影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625703337/zmid
恶作剧 牛人,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528230/zmid
咪咪暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198692/zmid
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625155140/zmid
军旅剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625643517/zmid
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625526423/zmid
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943678/zmid
热剧联播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943613/zmid
深夜失眠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625759558/zmid
神探狄仁杰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625574493/zmid
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662/zmid
斗鱼频道,#genre#
【花卷陪看】60帧豆瓣高分电影_直播间,http://epg.112114.xyz/douyu/52787
沈腾电影,http://epg.112114.xyz/douyu/3637778
24H欢乐不断,http://epg.112114.xyz/douyu/131977
《鲜肉老师》上线_直播间,http://epg.112114.xyz/douyu/9220456
丧尸 鬼片 恐怖 惊悚 电影_直播间,http://epg.112114.xyz/douyu/96577
元芳到底看不看_直播间,http://epg.112114.xyz/douyu/6027991
直播间,http://epg.112114.xyz/douyu/2838296
直播间,http://epg.112114.xyz/douyu/1377142
直播间,http://epg.112114.xyz/douyu/1735337
饭点陪聊_直播间,http://epg.112114.xyz/douyu/9527700
新电视剧直播,http://epg.112114.xyz/douyu/7254536
【牛叔】N分钟带你看完大片_直播间,http://epg.112114.xyz/douyu/2758565
寻情记,http://epg.112114.xyz/douyu/5429211
【小片片】片荒的日子就找小片片！_直播间,http://epg.112114.xyz/douyu/4258555
凛冬将至，夜王之争_直播间,http://epg.112114.xyz/douyu/8945323
【音频点播】说学逗唱 太平歌词_直播间,http://epg.112114.xyz/douyu/6462597
动漫乐园欢迎你_直播间,http://epg.112114.xyz/douyu/7493575
【姽婳】九亿少男的梦_直播间,http://epg.112114.xyz/douyu/1409682
【贝贝】军旅 喜剧 动作 意大利炮_直播间,http://epg.112114.xyz/douyu/431460
【柯南】专业解说柯南直播间_直播间,http://epg.112114.xyz/douyu/9065082
【虫哥】魔性吐槽童年回忆_直播间,http://epg.112114.xyz/douyu/8915074
功夫巨制 经典功夫港片_直播间,http://epg.112114.xyz/douyu/3637765
【刘老师】每天爆笑解说不断_直播间,http://epg.112114.xyz/douyu/8317926
国民女友_直播间,http://epg.112114.xyz/douyu/434971
港式恐怖 经典再现_直播间,http://epg.112114.xyz/douyu/3637726
「橙幕」「最人气港剧直播间」_直播间,http://epg.112114.xyz/douyu/4549169
拳叔正在解说——灌篮高手_直播间,http://epg.112114.xyz/douyu/9484105
动作片,http://epg.112114.xyz/douyu/4332
【女神金】60帧 极致蓝光 刀刀陪看_直播间,http://epg.112114.xyz/douyu/747764
周星驰 星爷 华语 经典 电影 神乐_直播间,http://epg.112114.xyz/douyu/122402
神乐 华语 经典 电影 刘德华 周星驰_直播间,http://epg.112114.xyz/douyu/85894
【小宇60帧】科幻 动作 灾难 喜剧电影_直播间,http://epg.112114.xyz/douyu/323876
迈克尔和哥哥林肯的越狱计划_直播间,http://epg.112114.xyz/douyu/9643264
【林正英】僵尸 女鬼 弹幕 护体_直播间,http://epg.112114.xyz/douyu/218859
【贝爷影厅】经典 科幻 动作 灾难 巨兽_直播间,http://epg.112114.xyz/douyu/252802
【悬疑】都市猎奇传说、恐怖故事_直播间,http://epg.112114.xyz/douyu/2337939
【影视/动作】那些操作猛如虎的精彩瞬间_直播间,http://epg.112114.xyz/douyu/9627172
【星君】N分钟带你看大片_直播间,http://epg.112114.xyz/douyu/8014467
新三国,http://epg.112114.xyz/douyu/276200
办卡叫一声甜甜的臭宝_直播间,http://epg.112114.xyz/douyu/7221304
【三德子】春天总会来，桃花总会开_直播间,http://epg.112114.xyz/douyu/7550220
香港刑侦剧,http://epg.112114.xyz/douyu/9019945
大明1566,http://epg.112114.xyz/douyu/9650849
【雍正】人无伤虎意,虎有吃人心_直播间,http://epg.112114.xyz/douyu/9650836
【速看】潘金莲、武松那点事儿_直播间,http://epg.112114.xyz/douyu/8986636
【青铜樽】万般难计较，都在命中来_直播间,http://epg.112114.xyz/douyu/5800628
新网剧,http://epg.112114.xyz/douyu/8507023
下午休息~看看剧~～_直播间,http://epg.112114.xyz/douyu/6106341
【刑侦】饿不饿，要不要下一碗面吃呀_直播间,http://epg.112114.xyz/douyu/138959
【美食】何以解忧，荞麦乌冬~_直播间,http://epg.112114.xyz/douyu/8953746
行尸走肉正在解说中【长工】_直播间,http://epg.112114.xyz/douyu/8869614
【沙雕】五毛特效，大战恶龙_直播间,http://epg.112114.xyz/douyu/7421687
不经历风雨，哪会有彩虹。_直播间,http://epg.112114.xyz/douyu/8147941
日剧场,http://epg.112114.xyz/douyu/9650860
快进贱丶睡眠好剧_直播间,http://epg.112114.xyz/douyu/7517784
星爷 动作  恐怖  枪战_直播间,http://epg.112114.xyz/douyu/9193876
恐怖 丧尸 鬼片 灾难_直播间,http://epg.112114.xyz/douyu/263824
电影 欧美 科幻 经典_直播间,http://epg.112114.xyz/douyu/20415
每人喂500就好了，小鲨鱼拜托大家啦_直播间,http://epg.112114.xyz/douyu/7528160
爆笑解说火火火影【小阿掌】_直播间,http://epg.112114.xyz/douyu/2365
纯欲系初恋 电视剧 电影 动漫_直播间,http://epg.112114.xyz/douyu/6566658
经典之作必看♥_直播间,http://epg.112114.xyz/douyu/1428266
满目皆星河~_直播间,http://epg.112114.xyz/douyu/7136517
粤语电影⭐周星驰 林正英 经典喜剧 白话_直播间,http://epg.112114.xyz/douyu/6566671
楠者电影，最会讲电影的人_直播间,http://epg.112114.xyz/douyu/9485398
【释压•甩负】二次创作，每日打卡点播间。_直播间,http://epg.112114.xyz/douyu/7971641
【冰冰】恐怖/经典/搞笑陪你一起_直播间,http://epg.112114.xyz/douyu/74374
【庆帝】云淡风轻正闲处，鲜衣怒马少年时_直播间,http://epg.112114.xyz/douyu/7489563
【华语厅】星爷 沈腾 成龙 刘德华 喜剧_直播间,http://epg.112114.xyz/douyu/925724
【小鸽陪看】动作 枪战 经典 科幻_直播间,http://epg.112114.xyz/douyu/3928
渡尽劫波兄弟在，相逢一笑泯恩仇！_直播间,http://epg.112114.xyz/douyu/7575350
经典港片 周星驰 周润发 成龙 刘德华等_直播间,http://epg.112114.xyz/douyu/7029806
全天冷气开放~_直播间,http://epg.112114.xyz/douyu/6079455
飞社长日本二次元探秘_直播间,http://epg.112114.xyz/douyu/524757
杀死燕双鹰，活捉狄仁杰！_直播间,http://epg.112114.xyz/douyu/3439096
杭州 今天又是想你的一天_直播间,http://epg.112114.xyz/douyu/4396972
经典、动作、惊悚、悬疑、连续剧_直播间,http://epg.112114.xyz/douyu/1504768
【悬疑】古今中外犯罪录_直播间,http://epg.112114.xyz/douyu/9171887
一个甜牛奶_直播间,http://epg.112114.xyz/douyu/7494871
晓妞动漫花园o(∩_∩)o_直播间,http://epg.112114.xyz/douyu/426517
【一口气看完整部动漫】死火海热门动漫解说_直播间,http://epg.112114.xyz/douyu/9446706
【燕王来了】：让弹幕飞一会。_直播间,http://epg.112114.xyz/douyu/4523233
一个没有脾气的主播_直播间,http://epg.112114.xyz/douyu/7305938
【喜剧】经典 港式 喜剧专场_直播间,http://epg.112114.xyz/douyu/9650887
【南派泛娱】影视放映厅_直播间,http://epg.112114.xyz/douyu/519401
反手一个好家伙_直播间,http://epg.112114.xyz/douyu/7270927
【悬疑】午夜惊悚乐园，点上关注带你探险！_直播间,http://epg.112114.xyz/douyu/9075333
范闲、王启年、陈萍萍~_直播间,http://epg.112114.xyz/douyu/5908256
范德彪东北第一狠人_直播间,http://epg.112114.xyz/douyu/3789245
音乐相随，清凉一夏～_直播间,http://epg.112114.xyz/douyu/3870925
最早港剧点播_直播间,http://epg.112114.xyz/douyu/59612
能不能让我陪着你走，既然你说留不住你_直播间,http://epg.112114.xyz/douyu/9461178
狄仁杰：想听听我的故事吗_直播间,http://epg.112114.xyz/douyu/674441
女唐僧话多唠嗑直播间：为了梦想，不能闭嘴_直播间,http://epg.112114.xyz/douyu/8861179
跨六来老板 今晚30困难团_直播间,http://epg.112114.xyz/douyu/315236
西天取经3部曲86版+续集+后传 循环播_直播间,http://epg.112114.xyz/douyu/5472438
你的坚持，终将美好！_直播间,http://epg.112114.xyz/douyu/251125
【经典巨制】欧美大片_直播间,http://epg.112114.xyz/douyu/2793084
你就是盛开着的 漫山遍野的温柔_直播间,http://epg.112114.xyz/douyu/7116591
清晨醒脑！T-ARA根本停不下来！_直播间,http://epg.112114.xyz/douyu/17732
懒猫 美食家 点播_直播间,http://epg.112114.xyz/douyu/260322
【瑶瑶】童年阴影 鬼片 恐怖 惊悚_直播间,http://epg.112114.xyz/douyu/2935323
《探奇录-案件篇》_直播间,http://epg.112114.xyz/douyu/9746763
【恐怖电影】鬼片 僵尸 灾难 丧尸片_直播间,http://epg.112114.xyz/douyu/310926
【斗鱼最强更新】Kpop女团点播直播间_直播间,http://epg.112114.xyz/douyu/329667
【s1134】经典 科幻 动作 灾难_直播间,http://epg.112114.xyz/douyu/248753
【重案】万籁俱寂 鸦雀无声_直播间,http://epg.112114.xyz/douyu/9290734
【一战 二战 历史 军事】_直播间,http://epg.112114.xyz/douyu/4870914
【RM-轮播】轮播！模式-24H欢乐不断_直播间,http://epg.112114.xyz/douyu/7298973
四阿哥九子夺嫡_直播间,http://epg.112114.xyz/douyu/4944033
周杰伦MV音乐电影演唱会_直播间,http://epg.112114.xyz/douyu/7537296
【果条】梁山好汉剧场_直播间,http://epg.112114.xyz/douyu/6785471
开心情景剧-超清去片头片尾_直播间,http://epg.112114.xyz/douyu/6648727
